price,state,city,images_count,storage_size_gb,ram_size_gb,fingerprint,touch,warranty,urgent_sell,clean_model_series,is_discrete,gpu_vendor,cpu_composite_clean,clean_brand,clean_display_inches,clean_gpu_composite,description,is_global_train,cpu_tier,gpu_tier,state_target_enc,city_target_enc,clean_model_series_target_enc,gpu_vendor_target_enc,cpu_composite_clean_target_enc,clean_brand_target_enc,clean_gpu_composite_target_enc,listing_age_days,price_normalized,condition_degradation_index,expert_model_route
28500.0,Kerala,Wayanad,3,512,8,0,0,0,0,Acer Aspire,0,AMD,AMD_RYZEN_3_SKU5300_U,ACER,15.6,AMD_INFERRED_IGPU_SYSRAM,"I am selling my Acer Aspire 5 laptop in good working condition. It comes with AMD Ryzen 3 5300U processor, 8GB RAM, and 512GB SSD storage. The laptop is smooth and fast for daily use, online classes, office work, browsing, and entertainment. Battery and performance are good. Well maintained and looks neat. Genuine buyers can contact me for more details.",True,3,1,34870.517799352754,42940.17647058824,28236.141732283464,28307.752100840335,27749.5,32450.13289036545,27094.09411764706,16.99713,10.25769445336048,0.0,1
9000.0,Madhya Pradesh,Indore,4,620,4,0,0,0,0,Other / Unclassified Hardware,0,INTEL,INTEL_CELERON_STD,HP,14.1,INTEL_INFERRED_IGPU_SYSRAM,"HP Laptop for sale in good working condition.
Intel Celeron Processor, 4GB RAM, 120GB SSD + 500GB HDD, Windows 10 installed.
Best for Office work, Online classes, Internet & Basic use.
Battery, WiFi, USB, Webcam all working properly.
Charger included.
Condition good.",True,1,1,29087.29411764706,31758.064516129034,28512.048192771083,27011.38211382114,16851.35135135135,30003.96531219029,27910.309278350516,16.995012,9.105090961257085,0.0,2
75000.0,Gujarat,Surat,8,1000,16,0,0,0,0,Lenovo Yoga,0,INTEL,INTEL_ULTRA_5_SKU125_H,LENOVO,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Processor: Intel ultra 5 125H
Ram:16 GB 
Storage:1 TB SSD
Display: 14 inch OLED display
Graphics: Intel in build
Keyboard: backlight wala
Battary backup: up to 10 hours 
Os: window 11 home",False,6,1,30034.714285714286,28228.5625,57721.583333333336,27508.086188992733,48538.07692307692,30009.80372914622,27909.800759013284,16.982628,11.225256725762893,0.0,-1
55000.0,Kerala,Kollam,4,512,8,0,0,0,0,Lenovo IdeaPad,0,INTEL,INTEL_CORE_I5_SKU13_TH,LENOVO,14.0,INTEL_INFERRED_IGPU_SYSRAM,"i5 13th Gen intel core processor 
8 GB RAM
128 MB graphics card 512 GB SSD
14” display 
Windows 11",True,5,1,35831.81967213115,33833.333333333336,30033.582089552237,27012.70772238514,46642.857142857145,30011.029411764706,27513.502779984115,16.977049,10.915106645867503,0.0,1
65000.0,Kerala,Vazhakulam,1,512,16,0,0,0,0,Acer Nitro,1,NVIDIA,INTEL_CORE_I5_SKU13420_H,ACER,15.6,RTX3050_SYSRAM,"Selling my Acer Nitro V 15 gaming laptop in good condition.
Specifications:
Model: ANV15-51
Processor: Intel Core i5-13420H (13th Gen)
RAM: 16GB
Graphics: NVIDIA GeForce RTX3050 6GB variant
Display: 15.6"" 144Hz
Storage: 512GB SSD
OS: Windows 11 Home

Condition:
Good working condition
No performance issues
Clean display and keyboard
Charger included

Perfect for:
Gaming
Coding
Editing
College/work use",True,5,5,33903.15335463259,30999.0,46666.491228070176,54764.625,49242.24324324324,32935.2427184466,53518.456790123455,16.973738,11.082157933374816,0.0,3
45000.0,Uttar Pradesh,Lucknow,4,477,8,0,0,0,0,Asus TUF Gaming,1,NVIDIA,INTEL_CORE_I5_SKU11400_H,ASUS,16.0,RTX2050_4GB,"Selling my ASUS TUF Gaming F15 (FX506HF) gaming laptop in decent condition.
Specifications:
• Intel Core i5-11400H (11th Gen)
• NVIDIA GeForce RTX 2050 4GB Graphics
• 8GB RAM
• 477GB SSD Storage
• Windows 11 Installed

Condition:
• Screen is in excellent condition with no scratches
• 1-2 minor scratches on the top lid
• One cooling fan is not working
• Left Ctrl key is missing
• Rest everything works properly

Good for gaming, editing, coding, students, and daily use.
Reason for selling: Upgrading to a new device.",True,5,5,30027.983193277312,31755.853658536584,43064.4623655914,52784.5151811949,39999.32142857143,39830.16981132075,40446.59574468085,16.967316,10.714439990727769,0.04632323117994335,3
45000.0,Tamil Nadu,Tiruchengode,4,512,16,0,0,0,0,Asus TUF Gaming,1,NVIDIA,INTEL_CORE_I5_SKU11_TH,ASUS,15.6,RTX3060_6GB,"ASUS TUF Dash F15 gaming laptop in good condition.
Intel Core i5 11th Gen processor, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB graphics, 144Hz display.
Perfect for gaming, editing, programming, and college use.
Laptop works smoothly with no major issues.
Includes original charger.
Reason for selling: upgrading to a new laptop.",True,5,6,27954.347826086956,30900.0,43043.956043956045,54271.53920619555,28051.554347826088,39835.443037974685,51916.666666666664,16.95691,10.714439990727769,0.0,3
19500.0,Punjab,Amritsar,2,1128,16,0,0,0,0,Dell Vostro,0,INTEL,INTEL_CORE_I3_SKU1005_G,DELL,14.0,INTEL_UHD_SYSRAM,"* DELL Vostro 14 3000 – Excellent Condition


* Processor:Intel(R) Core(TM) i3-1005G1 CPU 1.20GHz 1.19 GHz


* Graphics card : Intel(R) UHD Graphics (128 MB) 


* RAM: 16GB


* Storage: 128 GB SSD – 1Tb HDD 


* Model Year: 2023


* Condition: Excellent – well maintained, clean body, 
smooth performance Well maintained & ready to use 


* Perfect For: Students, professionals, Graphic designer, video editor
and home users needing reliable everyday performance


* With its original charger


* Market Price: ₹25,000",True,3,1,31921.796875,39061.6875,23956.304347826088,27012.93756065998,23499.5,28023.232633279484,22317.985865724382,16.956459,9.87822102528824,0.0,0
26000.0,Tamil Nadu,Coimbatore,2,256,8,0,0,1,0,Other / Unclassified Hardware,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"DELL CORE I5 11TH GEN PROCESSOR 
8GB RAM 
256GB NVME SSD HDD 
ALL OPTION 
2HOURS BATTERY BACKUP 
14""INCH DISPLAY 

FIXED PRICE 
3MONTHS WARRANTY 

SHOP ADDRESS 
SRI COMPUTERS
NO:21,8TH STREET 
GANDHIPURAM 
COIMBATORE -12",False,5,1,27944.589928057554,31953.870967741936,28512.06081081081,27508.086188992733,28041.372881355932,28018.455252918287,27909.800759013284,16.954792,10.165890277802454,0.14700705189760302,2
24000.0,Haryana,Gurgaon,3,1000,8,0,0,0,0,Asus VivoBook,0,AMD,AMD_RYZEN_5_SKU5500_U,ASUS,15.6,AMD_INFERRED_IGPU_SYSRAM,Selling this ASUS VivoBook K15 OLED AMD Ryzen 5 Hexa Core 5500U Windows 11 Home Laptop in fully working.,False,5,1,30039.96,31741.532846715327,34345.96929824561,28541.92953020134,28971.509433962263,39865.65671641791,27074.192949907236,16.951643,10.085850775128717,0.0,0
70000.0,West Bengal,Kolkata,5,512,16,0,0,0,0,Acer Nitro,1,NVIDIA,INTEL_CORE_I5_SKU13_TH,ACER,15.6,RTX5050_SYSRAM,"I had bought this laptop approximately 8 months ago. Its still in a new condition. Bill,box,charger and everything will be provided. I have kept the price at 70,000. The current price online is 90k i guess. I'm selling at a low price because I had bought this during the offer season.
Specs: Acer Nitro V 15 Intel Core i5 13th Gen 13420H (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) ANV15-52 Gaming Laptop (15.6 Inch, Obsidian Black, 2.113 Kg).",True,5,6,30057.745664739883,32107.840909090908,46363.40677966102,54768.00866217517,50420.05263157895,32450.13289036545,48076.153846153844,16.950706,11.156264806643742,0.0,3
32000.0,Karnataka,Bengaluru,7,1256,20,0,0,0,0,Lenovo IdeaPad,1,INTEL,INTEL_CORE_I5_SKU10_TH,LENOVO,15.6,INTEL_INFERRED_IGPU_SYSRAM,"Lenovo Ideapad S540-15IML laptop for sale in excellent condition. Laptop is neat, clean, well maintained and working perfectly without any issues. Suitable for students, office work, coding, online classes, multitasking, video editing and light gaming.

Specifications:
• Intel Core i5 10th Generation Processor
• 20GB RAM
• 256GB SSD + 1TB HDD
• NVIDIA GeForce MX250 2GB Graphics
• 15.6 Inch Full HD Display
• Windows 11 Installed
• Backlit Keyboard
• Slim & Premium Metal Design

Condition:
• Excellent condition
• Original charger included
• Battery backup good
• No repair history
• All ports, keyboard, speakers and display working perfectly
• Ready to use

Reason for selling: Upgrade to new laptop.

Serious buyers only. DM or call for more details.",True,5,1,37391.8302828619,37869.84870848709,30028.075471698114,27012.93756065998,24626.439688715953,30011.30012300123,27513.76475216365,16.949688,10.373522431293592,0.10833953266776583,3
10000.0,Delhi,Delhi,6,224,4,0,0,0,0,Other / Unclassified Hardware,0,INTEL,INTEL_CORE_I3_SKU7100_U,HP,14.1,INTEL_UHD_SYSRAM,"HP All-in-One Desktop – sleek space-saving design
• Intel Core i3-7100U Processor  2.40 GHz
• 4GB RAM – smooth for daily work, study & browsing
• 224GB ADATA SSD – fast boot speed and quick performance
• Intel HD Graphics 620
• Windows 10 Home Single Language Installed
• 64-bit Operating System
• Genuine HP Build Quality
• Built-in Webcam & Speakers
• Ideal for Online Classes, Office Work, Internet Browsing & Entertainment
• Well Maintained and in Good Working Condition
• Clean and Minimal Setup – less space, no bulky CPU required",True,3,1,34856.07913669065,34856.07913669065,29011.091898428054,27909.983891752578,27306.923076923078,30009.82300884956,22327.236363636363,16.945324,9.210440366976517,0.0,1
15000.0,West Bengal,Bansberia,3,256,4,0,0,0,0,Dell Inspiron,0,INTEL,INTEL_PENTIUM_STD,DELL,15.6,INTEL_INFERRED_IGPU_SYSRAM,"4 GB  256 GB SSD WINDOWS 11
INSPIRON 3502 THIN AND LIGHT LAPTOP 
HD DISPLAY 
( 15.6 INCH , 1.83 KG WITH MS OFFICE)

Laptop is in completely good condition",True,2,1,29114.41379310345,30635.454545454544,28206.827586206895,27909.983891752578,11784.683544303798,28023.39024390244,28010.746280344556,16.94257,9.61587214452889,0.0,1
67000.0,Karnataka,Bengaluru,2,500,32,0,0,1,0,HP Victus,1,NVIDIA,INTEL_CORE_I5_SKU13_TH,HP,15.6,RTX3050_SYSRAM,"i5 13th gen 
Rtx 3050 6gb 
Ram 32gb gb
Storage 500gb ssd 
Used for only 7 months 
5 months + 2yr warranty remaining 
Not a single problem or scratches",True,5,5,34922.94520547945,35885.42857142857,48125.0,54762.82671829622,48533.83458646617,30003.96531219029,53398.69281045752,16.9389,11.112462823634855,0.06002032570008262,3
19000.0,Andhra Pradesh,Nandyal,6,256,8,0,0,0,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU8365_U,DELL,14.0,INTEL_UHD_SYSRAM,"Selling my premium Dell Latitude 5400 professional business laptop. Extremely durable, lightweight, and fast performance. Perfect for office work, students, coding, and everyday browsing.

Full Specifications:
• Model: Dell Latitude 5400 Premium Series
• Processor: Intel Core i5-8365U (Up to 4.1 GHz, 4 Cores)
• RAM: 8GB DDR4 (Upgradable)
• Storage: 256GB NVMe SSD (Super fast boot up in seconds)
• Graphics: Intel UHD Graphics 620
• Display: 14-inch Anti-Glare Screen
• Ports: USB Type-C, HDMI, LAN, SD Card Reader

Current Condition:
• 100% fully functional with smooth performance.
• Battery Backup: Excellent (Easily lasts 2 to 3 hours).
• Screen, keyboard, trackpad, webcam, and Wi-Fi work perfectly.
• Comes with the original Dell charger.
• No original bill, but you can sit and fully test the laptop before buying.

Price: ₹19,000 (Slightly negotiable for serious cash buyers).
Location: Local pickup in a safe, public place only. No courier shipping.",True,5,1,34505.494505494506,30636.363636363636,27051.805429864253,27011.38211382114,26408.81818181818,28019.349877949553,22295.13888888889,16.934757,9.852246888342531,0.10255995129068747,2
25000.0,Uttar Pradesh,Moradabad,3,448,8,0,0,0,0,Other / Unclassified Hardware,0,INTEL,INTEL_CORE_I3_SKU11_TH,HP,15.6,INTEL_INFERRED_IGPU_SYSRAM,"Hp 
Core i3 processor 
11th Generation 
Ram 8GB 
SSD 128GB 
Harddisk 320GB 
Screen Size 15.6 
Numeric keyboard",True,3,1,30027.983193277312,29999.5,29011.091898428054,27909.983891752578,20887.016129032258,30009.82300884956,28010.746280344556,16.92029,10.12667110305036,0.0,1
39999.0,Kerala,Eyyal,4,1512,12,0,0,0,0,Acer Aspire,1,INTEL,INTEL_CORE_I5_SKU11_TH,ACER,15.6,INTEL_INFERRED_IGPU_SYSRAM,"Title:
Acer Aspire 5 i5 11th Gen  12GB RAM  512GB SSD + 1TB HDD  MX350  FHD  With Cooling Pad

Price: ₹39,999 (Negotiable)

Description:
Selling my Acer Aspire 5 laptop in excellent condition. Used only for 2 years and well maintained.

Specifications:

- Intel Core i5 11th Gen (1135G7)
- 12GB RAM (smooth performance)
- 512GB SSD + 1TB HDD (fast + lots of storage)
- NVIDIA GeForce MX350 2GB graphics (good for light gaming & editing)
- 15.6-inch Full HD (1080p) display 

Condition:

- No major scratches or damage
- Battery backup is good
- Works perfectly, no issues

Extras included:

- Original charger 
- Cooling pad  (helps performance & cooling)

Reason for selling: Upgrade

Note:
Serious buyers only. Slight negotiation possible after inspection.

---

Location: [Thrissur]",True,5,1,33903.15335463259,30999.0,28278.60465116279,27012.93756065998,28051.356020942407,32935.2427184466,27513.76475216365,16.918194,10.596634733096073,0.14892094967446853,3
32000.0,Maharashtra,Mumbai,2,512,8,0,0,0,0,Other / Unclassified Hardware,0,AMD,AMD_RYZEN_5_SKU7530_U,MSI,14.0,AMD_INFERRED_IGPU_SYSRAM,"Processor: AMD Ryzen 5 7530U Up to 4.5GHz

RAM: 8GB DDR4

Storage: 512 GB NVMe PCle SSD

Display: 14-inch Full HD (1920x1080) IPS-Level Anti-Glare Panel

Graphics: Integrated AMD Radeon Graphics

OS: Windows 11 Home (Genuine)

Weight & Build: 1.4 kg, 19.35mm slim with military-grade durability

Keyboard: White Backlit Keyboard

Ports: USB-C (supports Power Delivery), USB-A,

HDMI 2.1, and Micro SD Reader",True,5,1,31489.861736334406,33841.02564102564,29010.535194174758,29039.17525773196,33375.0,43970.80291970803,28065.721461187215,16.912685,10.373522431293592,0.0,1
26999.0,Maharashtra,Mumbai,8,512,8,0,0,0,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 3420
i5 11th gen
8gb RAM
512gb
14.0 FHD display
battery good
A++ condition",False,5,1,31985.979166666668,33778.10924369748,26948.77283653846,27508.086188992733,28041.372881355932,28018.455252918287,27909.800759013284,16.898739,10.203592144986466,0.0,1
88499.0,West Bengal,Bidhannagar,9,512,24,0,0,1,1,Lenovo Gaming (LOQ/Legion),1,NVIDIA,INTEL_CORE_I5_SKU13_TH,LENOVO,15.6,RTX4050_SYSRAM,"URGENT SALE — Premium Lenovo LOQ Gaming Laptop (Almost New)  Warranty + Free Portronics Cooler Included 

Looking for a powerful gaming, engineering, editing, or work laptop without paying the full price of a new one? This Lenovo LOQ is in exceptional condition, used very minimally, and still covered by a long remaining warranty. Perfect for students, gamers, creators, and professionals.

━━━━━━━━━━━━━━━━━━━━━━
 Laptop Specifications
━━━━━━━━━━━━━━━━━━━━━━
 Processor: Intel Core i5 13th Gen 13450HX
 Graphics: NVIDIA RTX 4050 6GB Dedicated GPU
 RAM: 24GB (Upgraded for smoother multitasking)(Expandable)
 Storage: 512GB SSD(Expandable)
️ Integrated Graphics: Intel UHD Graphics
 Original Lenovo 230W Charger Included

This configuration handles:
 AAA Gaming
 AutoCAD / Engineering Software
 Coding & Programming
 Video Editing & Rendering
 3D Workloads
 Heavy Multitasking

━━━━━━━━━━━━━━━━━━━━━━
 Condition — Near New
━━━━━━━━━━━━━━━━━━━━━━
 No scratches
 No dents
 No physical damage
 Minimal usage
 Looks almost brand new
 Always kept protected and maintained carefully

Laptop has skin + tempered protection pre-applied, helping preserve the body condition from day one.

━━━━━━━━━━━━━━━━━━━━━━
 Battery Condition (Rare Advantage)
━━━━━━━━━━━━━━━━━━━━━━
 Battery Health: 100%
 Only around 20 charge cycles used
 New original replacement battery installed by lenovo

Battery performance remains excellent — almost like a fresh device.

━━━━━━━━━━━━━━━━━━━━━━
️ Massive Warranty Advantage
━━━━━━━━━━━━━━━━━━━━━━
 22 MONTHS WARRANTY REMAINING
 Remaining damage protection coverage available (if applicable)
 Extra peace of mind compared to most used laptops

This means the buyer still gets long-term support and protection.

━━━━━━━━━━━━━━━━━━━━━━
 Everything Included (Full Package)
━━━━━━━━━━━━━━━━━━━━━━
 Original Bill / Purchase Invoice
 Original Box & Packaging
 Original Lenovo 230W Adapter
 Laptop with pre-applied protection
 Warranty coverage remaining

No missing accessories. Full ownership package included.

━━━━━━━━━━━━━━━━━━━━━━
 FREE BONUS INCLUDED
━━━━━━━━━━━━━━━━━━━━━━
 Portronics My Air Buddy 5 Cooling Pad — FREE + Under Warranty 

Extra cooling support for gaming and heavy usage at no additional cost.

━━━━━━━━━━━━━━━━━━━━━━
⭐ Why This Laptop Has Extra Value Compared To Typical Used Laptops:
━━━━━━━━━━━━━━━━━━━━━━
 Long 22 months warranty left
 100% battery health with very low charge cycles
 Upgraded 24GB RAM
 Original bill + box available
 Free cooler included
 Near-new physical condition
 Pre-applied protection (skin + tempered)
 Powerful RTX 4050 gaming GPU

You’re getting a premium maintained laptop package, not just a used laptop.

 Serious buyers only. DM for price, photos, or more details.
Buy with confidence — ready to use immediately.",False,5,6,30047.7990430622,31999.0,67547.10691823899,54812.22957198443,49749.46875,30009.80372914622,62681.59090909091,16.8875,11.390757830996021,0.0,3
35000.0,Telangana,Hyderabad,4,512,12,0,1,0,0,Other / Unclassified Hardware,0,INTEL,INTEL_CORE_I5_SKU1235_U,HP,15.6,INTEL_INFERRED_IGPU_SYSRAM,"Selling my HP laptop in good condition. Perfect for office work, programming, AI/ML learning, browsing, online classes, and daily multitasking.

Specifications:

* Brand: HP
* Processor: Intel Core i5-1235U (12th Gen)
* RAM: 12GB
* Storage: 512GB SSD
* Operating System: Windows 11 Home (64-bit)
* Touch Screen Support (10 touch points)
* Processor Speed: 1.30 GHz
* x64-based Processor
* Condition: Used / Good Condition",True,5,1,31968.23076923077,30999.0,29011.091898428054,27909.983891752578,33709.354838709674,30009.82300884956,28010.746280344556,16.88632,10.463131911491967,0.0,1
7500.0,Kerala,Kochi,5,128,4,0,0,0,0,Other / Unclassified Hardware,0,INTEL,INTEL_CORE_I3_SKU2330_M,SONY,15.6,INTEL_INFERRED_IGPU_SYSRAM,a gud perfect condition sony vaio e series laptop intel core i3 2330m processor with 4 gb ram and a windows 10 pro os and also 128 gb ssd evm is there if interested pls contact me,True,3,1,33902.22580645161,30546.169811320753,29011.091898428054,27909.983891752578,29544.545454545456,27306.923076923078,28010.746280344556,16.8858,8.922791623969637,0.0,1
79999.0,Maharashtra,Mumbai,5,512,16,0,0,1,0,Other / Unclassified Hardware,0,INTEL,INTEL_ULTRA_7_SKU256_V,SAMSUNG,16.0,INTEL_INFERRED_IGPU_SYSRAM,"Samsung Galaxy Book5 Pro
Only 25 days used bill box available
Al PC Full Metal Chasis 
Intel Core Ultra 7 256V
16GB RAM
512GB SSD
Windows 11 Home
Model No. NP960XHA 
16 Inch Gray 1.56 Kg With MS Office",True,8,1,30999.0,33751.230769230766,28515.063291139242,27511.36407924651,34999.09090909091,42666.5,27912.287866772404,16.846806,11.289781913656018,0.0,0
27999.0,Maharashtra,Nagpur,4,512,8,1,0,0,0,Asus VivoBook,0,AMD,AMD_RYZEN_5_SKU3500_U,ASUS,15.6,AMD_INFERRED_IGPU_SYSRAM,"1. Processor: AMD Ryzen 5 3500U Mobile Processor (4 Cores, 8 Threads, 2.1 GHz Base Clock, Up to 3.7 GHz Max Boost Clock

2. Memory (RAM): 8 GB DDR4 (4 GB onboard + 4 GB SO-DIMM), upgradeable up to 12 GB  

3. Storage: 512 GB M.2 NVMe PCIe 3.0 SSD (Super-fast boot times)  

4. Graphics: Integrated AMD Radeon Vega 8 Graphics (2 GB VRAM dynamically allocated)  

5. Display: 15.6-inch Full HD (1920 x 1080) 16:9 aspect ratio, 220–250 nits brightness, Anti-glare screen, 83% Screen-to-body ratio 

6.  Battery: 37WHrs, 2-cell Lithium-Ion battery with 45W fast-charging adapter.

7. Operating System: Windows 11 Home  

8. Keyboard & Touchpad: Chiclet Keyboard with full Numeric Keypad, 1.4mm key travel, and integrated Fingerprint Sensor on the touchpad  

9. Connectivity: Wi-Fi 5 (802.11ac) + Bluetooth  I/O Ports:1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 1 Type-A2x USB 2.0 Type-A1x HDMI 1.41x 3.5mm Combo Audio Jack1x MicroSD Card Reader  

10. Weight: Super lightweight at just 1.80 kg


100% working condition. No dents, no scratches on the screen, and no internal issues. Keyboard, trackpad, webcam, and all ports work flawlessly.

Reason for Selling: Upgrading to an office-provided machine.

Price is slightly negotiable for genuine buyers. Lowballers will be ignored. Message me to inspect or pick up!",False,5,1,31985.979166666668,34321.86440677966,34345.96929824561,28541.92953020134,25666.428571428572,39865.65671641791,27074.192949907236,16.838589,10.239959789157341,0.0,1
35000.0,Rajasthan,Jaipur,5,512,8,1,1,0,0,HP Pavilion,0,INTEL,INTEL_CORE_I3_SKU11_TH,HP,14.0,INTEL_UHD_SYSRAM,"Model: HP Pavilion 14-dy0207TU
Processor: Intel Core i3 11th Gen 1125G4
RAM: 8GB
Storage: 512GB SSD
Display: 14-inch Full HD IPS Touchscreen
Graphics: Intel UHD Graphics
OS: Windows 11 with MS Office

Key Features:
Backlit Keyboard
Fingerprint Reader
Bang & Olufsen Audio
WiFi 6 & Bluetooth 5.2
Fast Charging Support
USB Type-C & HDMI Port

Laptop is in excellent condition But mousepaid not working properly.
Slim, lightweight, and ideal for office work, study, editing, browsing, and entertainment.

Original charger included.
Well maintained with premium build quality.

Reason for sale: Upgrade.
Serious buyers contact.",False,3,1,25149.228855721394,24369.035256410258,34710.07246376811,27508.086188992733,20696.13924050633,30006.89889415482,22257.114285714284,16.827038,10.463131911491967,0.0,1
34000.0,Karnataka,Bengaluru,2,512,16,0,0,0,0,Asus VivoBook,0,INTEL,INTEL_CORE_I5_SKU1335_U,ASUS,15.6,INTEL_IRIS_SYSRAM,"I5 processor 1335 u 13 th generation 16gb ram 512 gb ssd iris graphics. 
Only 10 months old 
Like new   
Bill available 

 Only Interested person DM me",True,5,1,35912.793103448275,35903.030710172745,33828.514285714286,27909.983891752578,38912.608695652176,39830.16981132075,34803.87254901961,16.824873,10.434145214930487,0.0,1
100000.0,Maharashtra,Mumbai,2,1000,16,0,0,0,0,Other / Unclassified Hardware,1,NVIDIA,INTEL_CORE_I9_SKU12_TH,MSI,15.6,RTX3060_SYSRAM,"MSI Intel Core i9 12th Gen 12900H (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) Pulse GL66 12UEK-898IN Gaming Laptop (15.6 Inch, Gray, 2.47 Kg) + additional you will get GTA 5 Original Game.",True,9,6,30999.983579638752,32892.113402061856,28017.88312462731,54764.625,38666.0,42130.362318840576,57272.5,16.81735,11.51293546492023,0.0,3
25000.0,Kerala,Kozhikode,3,512,8,0,0,0,0,Asus VivoBook,0,INTEL,INTEL_CORE_I3_SKU1115_G,ASUS,15.6,INTEL_UHD_SYSRAM,"Very less used laptop in excellent mint condition. Looks and works like new. Neatly maintained with smooth performance and good battery

ASUS VivoBook Laptop Specifications
Brand: ASUS
Model: VivoBook X515EA / X1500EA
Processor: 11th Gen Intel Core i3-1115G4  3.00 GHz
RAM: 8 GB DDR4 (3200 MHz)
Storage: 512 GB SSD (477 GB usable)
Graphics: Intel UHD Graphics
Operating System: Windows 11 Home Single Language
System Type: 64-bit Operating System
Display: 15.6-inch Laptop Display
Condition: Used / Good Condition
You can also add a short attractive title like:
ASUS VivoBook i3 11th Gen  8GB RAM  512GB SSD  Windows 11

Only genuiene buyers contact
Dont expect much negotiations both of our time is valuable",False,3,1,34360.130208333336,37543.333333333336,34345.96929824561,27508.086188992733,24073.703703703704,39865.65671641791,22257.114285714284,16.805717,10.12667110305036,0.0,1
65000.0,Uttar Pradesh,Allahabad,1,2256,32,0,0,0,0,Other / Unclassified Hardware,0,INTEL,INTEL_CORE_I5_SKU12600_K,UNKNOWN_OEM,15.0,INTEL_INFERRED_IGPU_SYSRAM,Intel I5 12600k  32gb Ram 3200mhz 12 gb graphic card 256 gb SSD 2tb hard disk 240 mm liquid cooler,True,5,1,30027.983193277312,33618.04761904762,29011.091898428054,27909.983891752578,41362.72727272727,32467.30042918455,28010.746280344556,16.782164,11.082157933374816,0.0,0
40000.0,Bihar,Patna,9,512,16,0,0,1,0,Asus VivoBook,0,AMD,AMD_RYZEN_5_SKU7520_U,ASUS,15.6,AMD_INFERRED_IGPU_SYSRAM,"ASUS Vivobook Go 15 (E1504FA)
- Processor: AMD Ryzen 5 7520U
- RAM: 16GB
- Storage: 512GB SSD
- Display: 15.6 inch FHD
- OS: Windows 11 + MS Office
- Color: Mixed Black
- Weight: 1.63 kg (Thin & Light)

Bilkuul new condition hai, sirf 3 months old. Use hi nahi hua hai
Original bill, box, charger sab hai.
Warranty bhi remaining hai.

Price: ₹36000

Serious buyers only. Personal visit allowed after advance.",True,5,1,34466.53333333333,34610.833333333336,34784.41935483871,28307.752100840335,37804.634146341465,39833.929889298895,27094.09411764706,16.756273,10.596659732783579,0.0,1
48000.0,Karnataka,Udupi,3,512,16,0,0,0,0,HP Pavilion,1,NVIDIA,AMD_RYZEN_5_SKU5600_H,HP,15.6,GTX1650_SYSRAM,"HP Pavilion Gaming 15 for sale in good condition.
Ryzen 5 5600H processor with GTX 1650 graphics, 16GB RAM and 512GB SSD.
Perfect for gaming, video editing, college work and multitasking.
Smooth performance and fast speed. GTA V included free.
Fee gaming controller and fifa 25 game 

: 
Price: DM for details.",True,5,4,35911.53859348199,28933.333333333332,34640.350877192985,54271.53920619555,38876.543209876545,29958.81862745098,37403.361344537814,16.655174,10.778977123006351,0.0,3
54999.0,Maharashtra,Mumbai,6,512,16,0,0,0,0,Lenovo IdeaPad,1,NVIDIA,AMD_RYZEN_7_SKU5800_H,LENOVO,15.6,RTX3050_4GB,"Selling my premium gaming laptop in excellent A++ condition. Perfect for gaming, editing, streaming, and professional work.
Specifications:
Lenovo IdeaPad Gaming
AMD Ryzen 7 5800H Processor
8 Cores / 16 Threads
NVIDIA RTX 3050 4GB Graphics
16GB DDR4 RAM
512GB WD SSD
Smooth performance for gaming & multitasking
Excellent thermals and battery backup
Clean and well maintained condition
Condition:
A++ Condition
No issues at all
Fully tested and working perfectly
Suitable For:
Gaming
Video Editing
Streaming
Coding
College & Office Work
Available at EcoByteSolution
Mumbai",True,7,5,31984.136291600633,33751.230769230766,30036.327272727274,52784.5151811949,44536.666666666664,30505.009615384617,47624.875,16.649063,10.915088464214607,0.12162864065413231,3
